content,sentiment
"@MerewichDaBitch I've been unlocked for decades now...just not lucky, never have been.  Gottta make my own luck and that involves $$$$$",worry
@courtney_mejer I couldn't remember what all the different cords meant. I lost half of them leaving the graduation anyway.,worry
@jp1983 You burned yourself too??? So did @ericpratum! ohh no...  xoxo,worry
@kate38381849 ouuhh dont cry  i feel so sad right now,worry
@WeTheTRAVIS  I was meant to be seeing you lot tonight but tix ran out!!,worry
Back at the vet and it isn't good,worry
everyone's abandoning the office... I still have 5 hours to go,worry
@heltershelter we are in line now waiting..if only he knew!!,worry
"So, ~200 people all on the same Wi-Fi and cell hubs here at @Hardwear means we're kinda off the grid. Each tweet takes like 5 minutes.",worry
Well poop.  Looks like the office doesn't have the keys.  I don't have the keys.  Neighbors don't have the keys.   Bike rides from now on.,worry
"@WedSpace now I know why it didn't work, just not too keen on paying though for a 2ndary social network",worry
just contributed to economic stimulus at Wal Mart - un expected tire replacements,worry
@AutismInsights laundry instead of sitting here. that darn laundry keeps mocking me.,worry
I'm so lost without my laptop. And no break again for me today. Made even worse that the 2 big bosses of skipton showed up today,worry
Math is amazing and hell at the same time  socialily that is the naiv part is fine.,worry
@thomasfiss we miss you,worry
"I think a cat is trapped in my back garden but cant find it. Hopefully its in someone elses garden, dont fancy finding a poorly cat",worry
I don't have enough close contacts on twitter to do follow friday  #followfriday,worry
@vanessathomas ugh some stupid teenagers just showed up. My peaceful time is over,worry
@cfieds  i'm sorry to hear that,worry
Panera is not being nice to my iPhone,worry
@bungandy easy for you to say. you walk away first.  I'm sorry but I'm not ready yet. I haven't finish caring for you.,worry
@blkademic what's the matter?,worry
"I am craving Burrito Boys - Large halibut, with everything on it, no jalepenos, 1 line hot sauce. Can anybody hook me up?",worry
OK guess I need to do actual work now.  How long until 5 pm? Oh no. I may have to ditch early.,worry
i miss her ..... i hope she comes back,worry
"@cazzac i hope he is ok too. i miss him  and the doc better not be a douchenozzle, ill be one right back!",worry
"Wow, mosquitoes in the backyard suck.  So does coughing myself half to death in the middle of the night and keeping Cassidy awake too.",worry
@l0RENElAiNE I'm not goin have a way out there til b.dix gets off  but we swimming tomorrow !,worry
"gonna have to eat something, I feel so horrid.  I need a hug!",worry
"My back hurts and I'm meant to be going out tonight, poor the Rik",worry
Waiting for nearly an hour at the bank,worry
"@hjn119 you can crash, you will just have to drive alone  Besides... I can't crash, I gotta work! LOL ;)",worry
"@geekandahalf I'm not donating sweetie, I was at the doctor.",worry
snotty nose  poorly chest! this is not good!,worry
@AFtheAWESOMEone what's wrong?,worry
@LisaTalkingTots Oh my goodness!  How AWFUL,worry
"@osbug I keep trying but no, I didn't win  Had the right answer though! Trick question!",worry
@19christopher92 WHAT'S UP MY HOMIEEEEEEEEEEE ???? I MISS YOU LIVE LAST NIGHT  I HOPE YOUR ON TONIGHT . I WILL HIT YOU UP CUTIE,worry
@fightingfatigue Got any tips for a mum of a 14 yr old with CFS who can't sleep at night. He falls asleep about 4a.m. till midday or so,worry
waiting for @nickyjames to wake up...... hazin a sad,worry
is gutted she isnt going out tonight,worry
Momz rubz it in tht im NOT goin to the musiq soulchild contest. How RUDE!,worry
so much to do by 1 pm. i don't think i'm going to get it all done,worry
So its my bday weekend and shit is already headed south...might have to drive to atl tonight,worry
With E3 coming up the worst possible thing happened. No not swine flu! not AIDS! RROD!!!!!!!!!!!!!!,worry
"God, I HATE scary movies. They are not at all. I'm such a wimpy.",worry
"starting PN lean coaching next week. can't wait, I'm about 5% compliant right now   #PNLC",worry
Worried for my cousin and her son,worry
"I wish I could buy blink 182 presale tickets, but I totally don't have the money right now. Guess I have to wait for general admission...",worry
@TNAaddicted Damn,worry
@bbraden08 aww me sry  that was me yesterday ....,worry
"Omg my head still hurts, i need to get my comics today so i got to hurry  lol",worry
Staging consult ltr 2day in beautiful town of Dundas. X Files filmed episode there once. Think I'll run in2 David Duchovny? Probably not,worry
@HLJx lol thanks!there scary to wear though,worry
@inyourvan Well I guess the McCafe=tastes like shit cured ur craving? You get the McSkillet? Me Wants,worry
Haavent read the paper yet about the magic loss nor did i get to watch the game last night.... But i do know that we lost,worry
i feel sick after that oreo and cheesecake milkskake  lol,worry
I haven't logged onto Minto.com in like 3 months and what I saw upset me  Gotta do better!,worry
@clinton_kelly Bummed about the maxi dresses!  I think they're so cute for summer but I'm only 5'4&quot;!,worry
@Selly06 that is never good especially on a friday night,worry
@sbenzur haha! sorry to hear that,worry
"ned to go to beathroom, don't know if i can reach/find clothes. need to walk outsie to get to bathroom. ok at night, not ok in daylight.",worry
Sunburn ouch,worry
@thepartyChase u just got me real excited cause i thought teniece was on twitter...,worry
Hows that possible? No rain forecast for Pinkpop? And I have no ticket,worry
"@tabfam Oh god, that's terrible.",worry
"@WFUJerseyJon Curses. Bad timing.  We'll make it happen soon, though.",worry
"so not in the mood to go to work, but i guess it's gotta be done",worry
"@pcon34 I have a lot of Hell Yeah, and Rebel Meets Rebel (DAC + Pantera) and like 10 Pantera songs, I can't find my Cowboys From Hell cd",worry
@jasonsechrest pups I would LOVE to..BUTT I will be saving lives Saturday night  although I know I am missing a BLAST,worry
"@gpgirl Nah, could use a hug or three, but even that option is 2,000 miles away!",worry
"@MerewichDaBitch that's at least a band-aid, that PA follows me...makes me feel less left out of the loop",worry
Wishing the rain would stay away for a while so that I can go to the pool,worry
"is it too late to jump on a plane to Richmond, VA and go to the Conditions concert?! ...i think that's a yes  boo my life. and ohio.",worry
It looks as though I am sick little friends,worry
http://twitpic.com/66vdn - I miss my babyyy,worry
WORKK! yay,worry
hates not being able to see his monitor. I have about 25 minutes before the sun is not blinding me,worry
@larrygadea  but I'm sure you'll find a new set of challenges at twitter. Best of luck.,worry
@KarenAlloy I cried like a baby when we had to put our cat down 2 years ago...  For tears of happiness watch this http://bit.ly/qLwbe,worry
"@serena_eliza ohhhh that makes sense then. 8D and i need to reread the lotr trilogy, i lost the three books a long time ago and i'm sad.",worry
"@farafaizul cost of living also very cheap, but no social life, that's what i'm scared of. Being boring and having a dull life.",worry
Very bummed I can't go to the @shiftworkspace open house today.   DD and I woke up with a stomach bug.  Blech.  Y'all have fun!,worry
"I don't want to lose my wisdom teeth, they make me wise. I will soon be without a trace of wisdom",worry
Is trying to buy a new bible...but they just aren't the same...why did my dogs have to chew it up?,worry
Victor drew Hannah Montanna in my yearbook.hahaha. I'm going to miss my 2nd per SO much,worry
Suddenly sick with the flu and quite sad about it,worry
I'm glad I don't have class on Fridays. I need the break! Algebra test on Wednesday,worry
"spent the whole day editing in Pro Tools...i luvvv this thing and am becoming quite the pro, but it gives me insane headaches.",worry
"@itsgabbith oh no!  thats no good! I pierced  my bottom lip on the right side...myself in 12th grade, but we had a no piercings dress code",worry
@DrRonVonDoom @derrickjdavis it might be the swine flu! haha 'cause i've got the flu,worry
So sad...  John Cryer's ex-wife Sarah Trigger  charged with abusing their son. He had rope marks around his neck   http://digg.com/u14MCf,worry
This poor butterfly was dead  http://twitpic.com/66vlw,worry
This is a joke surely? http://prune.it/WEAt,worry
Am i the only one experiencing problems logging into digital point forums ???,worry
@NeyomFriday I'm here!... Jdubb is @ his funky job...I guess.. We're neglected,worry
"#BSNL, Stupid net went down.. Been without email for a whole day",worry
@murphyusa why aren't you following me you bastard?! you're my own brother...,worry
@Extrange I'm totally impressed!  I could only wish to be an otaku!  Instead...I just get horrible nosebleeds when I see bishonen,worry
@Kel_Kel_17 ehh carnt stand hot weather,worry
Ugh feeling sick to my stomach and I have five more hours of work to go,worry
@AugustGrrl oh no! Whats up chuck?,worry
"Hour fifteen drive. Just left, bored and ate half my food already",worry
50 is sooo much better than 65  my biology score's so bad.,worry
@JoJolike i tried phoning you,worry
Up and moving... my dad home when he should be working.. im due to work at 12,worry
My invisibleSHIELD has gone a yellow pissy colour! Don't look good!,worry
No twang photopass for tonite,worry
Memorizing the first 18 lines of the General Prologue of The Canterbury Tales. Ughhh.,worry
"Big Header Folio (http://bit.ly/MYmeA  has been up 2 hours, no sales yet  I'm really impatient lol",worry
"@YarnThing oh Marly, I'm so sorry!!  I hope you find her soon!! &lt;3 &lt;3",worry
someone broke into my car big time = having a really bad day,worry
@tommcfly Have you guys heard about the flu that's been going around? Swine Flu? Hope you guys are safe  There've been deaths already. :-S,worry
Pressly Anne Hamm misses her mommy while she is in Texas  http://apps.facebook.com/dogbook/profile/view/6480360,worry
