content,sentiment
I love being ignored except to be yelled at. I love my life.,love
Damn M-Audio IE-30s! I just remembered how much I &lt;3 u &amp; now the right earbud has ceased functioning  My Shure's r 2 bright w/ lame bass.,love
"Finally a chance to show genuine love, not dependent selfish love, I hope I can do it. My heart goes out to you and I'm sorry 4 ur pain.",love
I am so sorry i fell asleep first,love
@imthinking i loveeee john ritter,love
Omg they know so many words now where did the time go  here's some of there words money ball keys.,love
@mattfazzi  I hope you get well soon! &lt;3,love
"ok outta all 981 of my followers, only about 10 of u ive talked to lol dont be shy i dont biteeee",love
And I just love every little thing about you...,love
I have the Job  this is a nice day it can not be better,love
@CPaladino My cats enjoy the sunbeams from the open windows.  I think that counts.,love
"@urbanpinkpixie Susan Egan, I love her! And yeah, it said I would have a pleasant trip.",love
listening to i can't wait - akon feat t pain . i love this song,love
Having a great chat with a friend. He's totally putting my mind at ease,love
goodnight twitterville! really enjoyed pearl harbor. now off to sleep and cuddle with my hot man!  i will have good dreams tonight! XOXO,love
"@yourshyness21 lol I hear you, I think I watched about 2 - 3 different movies, when I should have been getting work done.  I'll ttyl girl",love
@alibalijeweller I'm come and try to find you and be your fan too,love
"@LeilaniLi thks 4 the follow, and @newest tweets, i returned the love",love
@eishbo0 you can do it,love
"thankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 ur fans",love
@cathyah I love it...that's going to be one of my new fave quotes.,love
@730Fam yeah you are right! but my mom can cook like she is straight from the island! make sure you invite me to your fam restaurant,love
@cel_xox ur really smart,love
"says i got 2 cards today, from eva n clara. thanks, guys.  http://plurk.com/p/roo6c",love
im back. wooooo!!!  i want to have my own press release :|,love
"@savagemike  Yep, I like animals better than some humans too!",love
Revelation: Strawberries and Nutella taste reeaaalllly good together...,love
Another one popped up a human being. Congrats Nana and Wan.  Baby Iris is a cutie.,love
"I WANNA GO THERE, WHERE YOU GO. I WANNA FIND OUT WHAT YOU KNOW..     DAVID AND MILEYYYYYY! ??",love
heading out to (a long)band practice. last one before our first show on Saturday night. Hope it's a good one  http://digg.com/u12MIW,love
I just finished first season six feet under,love
Good morning world,love
Last song .. then I really have to go  ? http://blip.fm/~5jbvo,love
"@tracymacy Thanks for follow. Was just adding you from your twitter page, after commenting your blog",love
@MFlanders no I like be able to say it and it be the truth. Instead of some magical mystery tour I get led on.,love
&lt;3 KoRn... You guys are champions of the world,love
@Lilctownroaster I just added a butt to your name in my phone after I made you go home in the cold. Because I love you!,love
@clarinette02 I am most honoured to receive a Twit tout en francais. But my French not good enough to pick up les nuances en 140...   LOL,love
Lots of other people are very polite tho and ask if they can approach,love
is damn happy. One for the end of exams and another...hehehe.  CROSSES FINGERS.,love
@violetasvk cool,love
@joeymcintyre You bet!...I'll be there in spirit (I'm in the UK really LOL) Like the pic BTW xx  x,love
I'm glad that I called him cause our relationship is clear now. Just happy to hear his voices eventhough he's absent from school,love
"@miasmom1 Awhhh age doesn't matter, you awesome lady you!",love
"@GlitzyGloss Hello!! sounds very good, you can count on me, I follow you!!!",love
@smeykunz  *shrugs* So do I but it was too funny plus you know you enjoyed it Tweet Whore ..   Love you..,love
Morning.. Coffee and fresh air,love
@MaheshKukreja Welcome!,love
"12:46AM. HAppy birthday little sister of mine. Also, good night Priscilla",love
@puerhan Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,love
Today celebrating two new people becoming australian citizens. I am hoping for a good dinner.,love
good to have a (boy)friend like you,love
i likee you  a lott lott .  think you really hot hot (8) good night,love
likes the reports from testers of his new package for Synology diskstations  http://plurk.com/p/ror5d,love
"yeye! let's tweet again tomorrow, honey",love
now we are cuddling.  girl cuddles are so fun and soft,love
@RaptheRenegade all good! Take a rest,love
@WOMADABUDHABI  glad you liked it-  he's done loads of arrangements but that was the only one i could find on blip,love
"@18_2 Hey, Thanks 4 The Advice &amp; Support",love
http://twitpic.com/4j99z - a gift from my boyfriend... this little guy keeps me company at night,love
@marygrrl aww  loves you! way too cute ;),love
is gonna have an irish wedding,love
@mistressmia And U are doing Brilliantly sweetie!!!   Blessings and Joy to you!!!,love
@DavidArchie Touch My Hand video = simply amazing.  Love it.,love
Have a huge block of snack chocolate here. Tis calling my name already,love
@Editorables Haha.. Hey you should check out @NatHistoryWhale  Love her/his tweets,love
@deepbluesealove Yeah it was great to be outside without rain/snow &amp; cold air! Love the sunny days,love
@TheEngTeacher I did for years and then moved over to an IBM compatible.  Would love to have both on my desk!   Can you call me a techie?,love
@Felitherandom Ohmygosh. I KNOW. That would make my night for SURE. lol.  Goodnight!,love
@longnu Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,love
loves her some worship papers. and had a fantastic day. the Lord is good. and constantly surprises me.,love
@adambusch So the man behind the awesome Macarena vid. Great work. Love it.,love
"Good mornin twitterers, watching my first naruto of the day and it happens to be the 100th episode  lovely juvely",love
"@davidalexanderm fantastic, love all things Krautrock",love
"@sublime98 Milk, Gran Torino, Bolt, Bride Wars, New In Town (yeah I got through a few...) Damn I love longhaul",love
"To make a long day short--I did nothing. =D well, I had some friends over they just left (3:55am) We have been drinking since 9.  Smashed",love
watching &quot;Knowing&quot; and lovin it,love
had a funny time at neball against PLC  score: 48-3. what a game.,love
"@chrisanag lol i know but it was just so funny, ahaha",love
"@Veggie_ thatd be likely, bein that i lived on campus ha...i just moved back to the cov",love
"The top 5 words I've tweeted: hug, good, people, fun, twitter. http://tinyurl.com/dcxoty ... that's really quite nice",love
loves finding new followers,love
@joecommisso oh ok kool  keep me informed bout that checked ur paged its nice,love
Engaged May 1st to the best guy  I could not be happier! I love you Jay!,love
@djruss99 love session 2 of king of queens,love
"@Gaethe Lol, yes  Hence my wanting to watch more!",love
@princessmargo We saw that in none 3D - the baddie's the best,love
@nuttychris Aww thank you for asking people to follow me,love
My 2 favorite things. Fuzzball and Swine Flu  http://tinyurl.com/dhpol7,love
Looking at our photo shoot pics...check out our myspace pics to see them...i love them all...,love
"@spookerlabs it's called a telephone. I know it's new technology, but it's the way forward!",love
@ihatemornings great show on Friday champ. Enjoyed it,love
@zoeatthedisco lol hell yes i'm keen. WE'RE GOING SKIING AT TREBLE CONE SOMETIME THIS WINTER,love
YAY mom bought me the Sakura bodyshop lotion!  &lt;3,love
@lukeylukess u were awesome at the bull and bush the other day   cant wait to see u at the loft x,love
I just got twitter for my palm  &lt;3,love
"@aplusk and Amanda Peet in A lot Like Love. Loves it.. Classic, really",love
@kelliekado Happy Birthday! I hope you are doing well and had a great Birthday day,love
Enjoying time with the g/f,love
working on short story...totally loving one of my secondary characters,love
@kyleandjackieo Fighter - Christina Aguilera. LOVE that song,love
"Love is an air-conditioner on a hot day...a heater on a cold day...and a warm body in bed any day  -  yep, me again",love
@ryanwashurrr don't worry be happy Ryan,love
"Thanks to all the new followers  Well, I went to a strip club tonight and its 4am so I'll follow you tomorrow. Much love.",love
Off to bed. Yay going to chick fil a tomorrow,love
@bubblegums I got a dove bird &amp; names of my cats for example &quot;small hearts- &lt;3 fefe &lt;3 lulu  &lt;3 paw &lt;3 &quot; - i will update pics later,love
taylor swift's &quot;you belong with me&quot; is so amazing. love the mv!,love
@tommcfly hope you have a nice relaxing day!!! hope your well  wishing you all the best,love
@trishajmg Congrats,love
http://twitpic.com/4j9om - Non-civilisation was pretty though,love
"i love this girl @esmeeworld ,she rocks!",love
long weekend is over... looking forward to end of May then,love
@brenflakes sounds like you've had a nice weekend lady!,love
@msishi imma talk to ya later ishi goodnight kid,love
@cece_newnew yea I saw the oil show u put on gotta I likes,love
@iheartmissy http://twitpic.com/4i8kk - How pretty !,love
Morning all .. just into the office now,love
@Sappersmum I think I like them all.  http://bit.ly/lzRPC,love
NiGHT NiGHT MY TWiTTER LOVES ON THE PHONE THEN SLEEP,love
I love that Joan Rivers says it's Family First.,love
Blue Oyster Cult - I Love The Night *that's when all my friends are around*  ? http://blip.fm/~5jd4b,love
@jtimberlake Love Sex Magix it's cool!!... great rhythm!!!,love
@Retrorewind I loved the song when I first heard it..but THAT video just gave me goosebumps. Thanks for sharing,love
Back in Athens! Had great time in Budapest,love
yaay din dins ready,love
@Wandahope  Hey Wanda great to tweet with u and many thx for the info re dobro and what a fantastic sound. Son House is a fav of mine,love
Following @perth_aisa These guys could be shifty but worth following regardless.,love
@simplykaylaaa oh gaha no of course i wasn't offended why would i be?  i'd love to play for you some day,love
@amber_benson You are an absolute legend! Love love love it,love
"http://twitpic.com/4j9x4 - lmao, it's true",love
"@tommcfly and may the 4th be with you, too.  *amused* loved it.",love
